site,p_mm_wy,p_mm_jja,p_mm_son,p_mm_djf,p_mm_mam,pet_mm_wy,pet_mm_jja,pet_mm_son,pet_mm_djf,pet_mm_mam,T_max_c_wy,T_max_c_jja,T_max_c_son,T_max_c_djf,T_max_c_mam,T_min_c_wy,T_min_c_jja,T_min_c_son,T_min_c_djf,T_min_c_mam,pcumdist10days,pcumdist50days,pcumdist90days,drainagearea,wyearsdata,jjaflow,sonflow,djfflow,mamflow,jjanoflow,sonnoflow,djfnoflow,mamnoflow,jjacount,soncount,djfcount,mamcount,totaldataperwyear,totalflowperwyear,totalnoflowperwyear,annualfractionnoflow,jjafractionnoflow,sonfractionnoflow,djffractionnoflow,mamfractionnoflow,peakflow,peakflowmmd,peakdatewy,lowflow,lowflowmmd,lowdatewy,zeroflowfirst,zeroflowcentroiddate,zeroflowfirstjja,zeroflowcentroiddatejja,zeroflowfirstson,zeroflowcentroiddateson,zeroflowfirstdjf,zeroflowcentroiddatedjf,zeroflowfirstmam,zeroflowcentroiddatemam,area_norm_yield_mm,cumdist10days,cumdist50days,cumdist90days,totalflowperiods,meanlengthflow,maxlengthflow,minlengthflow,medianlengthflow,totalnoflowperiods,meanlengthnoflow,maxlengthnoflow,minlengthnoflow,medianlengthnoflow,cvlengthflow,cvlengthnoflow,station_nm,dec_lat_va,dec_long_va,DRAIN_SQKM,STATE,CLASS,SNOW_PCT_PRECIP,GEOL_REEDBUSH_DOM,GEOL_REEDBUSH_SITE,GEOL_HUNT_DOM_DESC,FRESHW_WITHDRAWAL,PCT_IRRIG_AG,POWER_NUM_PTS,POWER_SUM_MW,DEVNLCD06,FORESTNLCD06,PLANTNLCD06,WATERNLCD06,SNOWICENLCD06,IMPNLCD06,ELEV_MEAN_M_BASIN,SLOPE_PCT,AWCAVE,PERMAVE,CLAYAVE,SILTAVE,SANDAVE,ECO3_SITE,ECO3
7105900,NA,NA,NA,NA,NA,3.7373826,0.84329252,0.92570493,0.79356575,NA,0.04836357,0.05802373,0.06360516,NA,NA,0.01742435,0.02896142,0.02914833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.07142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JIMMY CAMP CREEK AT FOUNTAIN, CO.",38.6844413,-104.688583,170.4,CO,Non-ref,7.3,sedimentary,sedimentary,"Shaley or sandy ground; on mixed sandstone and shale formations; where shaley, contains considerable swelling clay",34.7,0.26,0,0,7.4,0.89,0.39,0.07,0,1.88,1846.047,3.776311,0.15,1.66,34.81,38.6,26.59,26,Southwestern Tablelands
7105945,-3.695,NA,NA,NA,NA,2.917084531,NA,0.80465651,0.728395705,0.795625993,0.040503267,0.042299895,0.054762989,NA,0.032141812,0.018919164,0.034371214,0.033580739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.002857143,-0.000397142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ROCK CREEK ABOVE FORT CARSON RESERVATION, CO",38.707493,-104.8466403,17.5,CO,Ref,13.1,granitic,granitic,Bouldery and sandy colluvium on granitic rocks,34.7,0,0,0,0.12,96.2,0,0,0,0.14,2495.787,32.44826,0.11,6.21,23.75,37.89,38.36,21,Southern Rockies
7106300,NA,NA,NA,NA,NA,3.484641685,0.728493345,0.917416846,0.780464199,0.790693046,0.044470774,0.053096831,0.059709305,NA,NA,0.019229694,0.031909401,0.031228213,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,29.5,0.032092822,NA,0.875,0.000951906,-0.888888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"FOUNTAIN CREEK NEAR PINON, CO",38.42944444,-104.5980556,2194.8,CO,Non-ref,13.3,sedimentary,sedimentary,Stony colluvium on metamorphic rocks; less silt and clay than in co/ls,34,1.63,10,1400.5,17.2,30.82,0.54,0.39,0,6.14,2111.254,10.73198,0.11,5.32,21.29,33.81,44.89,26,Southwestern Tablelands
7116500,NA,NA,NA,NA,NA,3.87099814,NA,0.83459287,0.90658239,NA,0.04736671,0.05508413,0.05883733,NA,0.03966357,0.02783344,0.03574591,0.03745504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-20.46666667,-0.01036024,NA,NA,NA,2.93333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.09090909,NA,NA,NA,NA,NA,0.38541667,0.6,NA,0.26470588,NA,NA,"HUERFANO RIVER NEAR BOONE, CO.",38.2250024,-104.2607996,4802,CO,Non-ref,18,sedimentary,sedimentary,"Shaley or sandy ground; on mixed sandstone and shale formations; where shaley, contains considerable swelling clay",27.8,0.57,0,0,0.66,25.05,1,0.13,0,0.25,2172.751,10.08305,0.13,2.05,24.05,42.27,33.68,26,Southwestern Tablelands
7124410,NA,NA,NA,NA,NA,4.108746346,0.809294368,0.875631102,0.818036144,NA,0.049530063,0.058767793,0.054087304,0.045009753,0.042211691,0.031324066,0.037934717,0.04048474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.285714286,0.25,0.00068306,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.47270134,NA,NA,NA,0.071428571,-2.9,-1.192307692,-0.666666667,-4.911764706,0.071428571,NA,NA,NA,NA,NA,NA,"PURGATOIRE RIVER BELOW TRINIDAD LAKE, CO.",37.14390846,-104.5477644,1740.9,CO,Non-ref,19.1,sedimentary,sedimentary,Sandy ground; mostly on poorly consolidated sandstone formations,13.9,0,0,0,0.27,62.19,1.02,0.21,0.02,0.13,2465.052,18.56104,0.13,1.4,30.17,37.93,31.9,21,Southern Rockies
7126300,NA,NA,NA,NA,NA,4.823509238,0.994188216,1.066677842,0.987743254,1.180056043,0.048378443,0.060542556,0.054247852,0.046937206,0.042467094,0.02803983,0.03568214,0.034379957,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,-0.225,-0.000110622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.208404168,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"PURGATOIRE RIVER NEAR THATCHER, CO.",37.3564059,-103.9002383,4989.1,CO,Non-ref,13.9,sedimentary,sedimentary,"Shaley or sandy ground; on mixed sandstone and shale formations; where shaley, contains considerable swelling clay",13.4,0.4,1,12.9,0.75,31.78,1.75,0.1,0.01,0.22,2060.414,10.44573,0.15,1.27,27.84,46.06,26.11,26,Southwestern Tablelands
7140850,NA,NA,NA,NA,NA,6.32644467,NA,1.46511611,1.06506279,1.65271513,0.03564321,NA,NA,NA,NA,NA,0.03030303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.26793294,NA,NA,-0.22111111,NA,NA,NA,NA,NA,NA,NA,"PAWNEE R NR BURDETT, KS",38.2066829,-99.6434539,2971,KS,Non-ref,7.1,sedimentary,sedimentary,"Shaley or sandy ground; on mixed sandstone and shale formations; where shaley, contains considerable swelling clay",66.1,3.25,0,0,2.23,0.3,63.59,0.42,0,0.1,787.3478,1.078501,0.19,1.12,28.25,59.94,11.81,27,Central Great Plains
7141200,NA,NA,NA,NA,NA,6.287003719,NA,1.453364602,1.028574673,1.593674669,0.036451796,NA,NA,NA,NA,NA,0.029180322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0.037037037,NA,NA,NA,NA,NA,NA,-3.333333333,3.3,0.009099983,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.117647059,-1.404411765,-2.875,-0.25,-0.857142857,0.130434783,NA,NA,NA,NA,NA,NA,"PAWNEE R AT ROZEL, KS",38.2075145,-99.4062247,5767.9,KS,Non-ref,6.9,sedimentary,sedimentary,"Shaley or sandy ground; on mixed sandstone and shale formations; where shaley, contains considerable swelling clay",56.9,6.41,1,6,2.89,0.16,61.51,0.5,0,0.18,763.9117,1.087167,0.19,1.09,29.35,58.92,11.72,27,Central Great Plains
7141780,NA,NA,1.75045455,NA,NA,5.78652054,NA,1.52418158,1.07079485,1.55466735,0.03386384,NA,NA,NA,NA,NA,0.03311039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WALNUT C AT NEKOMA, KS",38.47723614,-99.4381656,3320,KS,Non-ref,7.6,sedimentary,sedimentary,"Shaley or sandy ground; on mixed sandstone and shale formations; where shaley, contains considerable swelling clay",10.6,0.48,0,0,3.15,0.2,63.01,0.55,0,0.25,774.3103,1.039348,0.2,1.16,27.86,62.22,9.92,27,Central Great Plains
7141900,NA,NA,NA,NA,NA,5.54546209,NA,1.48034324,1.00499495,1.56003036,0.03326747,NA,NA,NA,NA,NA,0.03190882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.08333333,1.83333333,0.14285714,NA,NA,NA,NA,NA,NA,NA,NA,"WALNUT C AT ALBERT, KS",38.46167948,-99.014817,4169.3,KS,Non-ref,7.5,sedimentary,sedimentary,"Shaley or sandy ground; on mixed sandstone and shale formations; where shaley, contains considerable swelling clay",10,3.7,1,5.5,3.49,0.23,61.79,0.62,0,0.33,745.3777,1.09794,0.2,1.17,28.06,62.1,9.84,27,Central Great Plains
7142300,NA,NA,NA,NA,NA,4.94581746,NA,1.598649084,NA,NA,0.034243164,NA,NA,NA,NA,NA,0.028414152,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,-1.185185185,1.148148148,0.003145611,0,0,0,NA,-3.946666667,-0.005328435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.12418651,NA,NA,NA,0,-1,-2.5,NA,NA,0.035714286,NA,NA,NA,NA,NA,NA,"RATTLESNAKE C NR MACKSVILLE, KS",37.8716826,-98.8762067,1819.9,KS,Ref,6.1,sedimentary,sedimentary,"Sand sheets, mostly with dunes or sand mounds at surface",61.9,22.18,1,0,3.99,0.06,59.88,0.18,0,0.3,676.6799,0.4708558,0.14,5.47,18.78,35,46.22,27,Central Great Plains
7142575,NA,NA,NA,NA,NA,5.12511571,NA,1.7396539,NA,NA,0.03310809,NA,NA,NA,NA,NA,0.02964624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RATTLESNAKE C NR ZENITH, KS",38.0936248,-98.5461894,2685.8,KS,Non-ref,6.1,sedimentary,sedimentary,"Sand sheets, mostly with dunes or sand mounds at surface",62.6,21.21,2,5,4.21,0.14,60.61,0.23,0,0.34,651.3729,0.3677586,0.14,5.37,18.68,32.8,48.52,27,Central Great Plains
7143665,NA,NA,NA,NA,NA,4.11457153,NA,1.6267553,NA,NA,NA,NA,NA,NA,NA,NA,0.03377464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L ARKANSAS R AT ALTA MILLS, KS",38.1122326,-97.591987,1923.9,KS,Non-ref,7,sedimentary,sedimentary,Sandy or silty residuum; probably includes loess. Depth generally less than 10 feet,22.2,7.68,3,330.4,6.58,2.87,63.43,0.49,0,1.01,471.3501,0.5331098,0.18,1.99,31.71,53.12,15.17,27,Central Great Plains
7144780,NA,NA,NA,NA,NA,4.01393229,NA,1.64702998,NA,NA,0.03038324,NA,NA,NA,NA,NA,0.03326783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NF NINNESCAH R AB CHENEY RE, KS",37.8625129,-98.0139449,2078.9,KS,Ref,6.1,sedimentary,sedimentary,"Sand sheets, mostly with dunes or sand mounds at surface",43.5,12.91,1,5.1,4.52,1.13,52.46,0.7,0,0.39,547.6645,0.4069187,0.13,5.84,17.59,28.01,54.4,27,Central Great Plains
7144795,NA,NA,NA,NA,NA,4.143995,NA,1.596628,NA,NA,0.02952514,NA,NA,NA,NA,NA,0.03399557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.002941176,-3.07E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NF NINNESCAH R AT CHENEY DAM, KS",37.72140097,-97.7944956,2575.9,KS,Non-ref,6.1,sedimentary,sedimentary,"Sand sheets, mostly with dunes or sand mounds at surface",40.6,11.44,1,5.1,4.51,1.34,50.68,2.29,0,0.39,530.6684,0.4319905,0.14,5.09,19.29,29.35,51.36,27,Central Great Plains
7145700,NA,3.797352941,NA,NA,NA,NA,NA,NA,NA,NA,0.028269922,NA,NA,NA,NA,NA,0.036133837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.026666667,0.000162948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SLATE C AT WELLINGTON, KS",37.24946707,-97.4036569,399.8,KS,Ref,5.9,sedimentary,sedimentary,Sandy or silty residuum; probably includes loess. Depth generally less than 10 feet,4.4,0.74,2,44,6.28,1.63,71.9,0.37,0,1.04,401.317,0.5887972,0.17,0.88,34.64,46.59,18.76,27,Central Great Plains
7149000,NA,NA,NA,NA,NA,4.437047,NA,1.574255,NA,NA,0.03088881,NA,NA,NA,NA,NA,0.03016354,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,-67.5,-0.07034253,NA,-0.4052632,-0.000422329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.185556,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"MEDICINE LODGE R NR KIOWA, KS",37.03891547,-98.4709092,2291.2,KS,Ref,5.9,sedimentary,sedimentary,Pliocene-age and older stream deposits on the Great Plains,21.1,2.23,0,0,3.79,2.02,22.68,1.06,0,0.25,555.1846,2.600418,0.15,2.56,24.47,42.34,33.19,26,Southwestern Tablelands
7153000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02757599,NA,0.05074765,NA,NA,NA,0.03486233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Black Bear Creek at Pawnee, OK",36.34366537,-96.7994788,1394.7,OK,Non-ref,4,sedimentary,sedimentary,Sandy or silty residuum; probably includes loess. Depth generally less than 10 feet,4.2,0.01,0,0,6.1,7.89,31.76,1.07,0,0.78,316.3021,1.807255,0.17,1.15,34.68,47.96,17.36,27,Central Great Plains
7154500,NA,NA,NA,NA,NA,5.936988104,1.582517049,1.289591521,1.147410489,1.599743212,0.049914381,0.060348414,0.052638087,NA,0.047624687,0.024688477,0.031986664,0.037466144,NA,NA,NA,NA,NA,NA,NA,-1.5,NA,-0.038461538,-0.888888889,1.5,NA,0,0.888888889,NA,NA,NA,NA,NA,-6.5,6.5,0.017808219,0.016304348,NA,0,0.009661836,NA,NA,NA,NA,NA,NA,NA,NA,-0.75,-0.649251428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.851648352,-4.65,NA,NA,NA,1.024080087,3.706018519,NA,0.644268775,NA,NA,"Cimarron River near Kenton, OK",36.92668707,-102.9590954,3126.3,OK,Non-ref,7.3,sedimentary,sedimentary,"Shaley or sandy ground; on mixed sandstone and shale formations; where shaley, contains considerable swelling clay",10.8,0.07,0,0,0.48,21.71,0.33,0.05,0,0.09,1761.907,8.689028,0.14,2.05,21.41,45.3,33.29,26,Southwestern Tablelands
7155590,NA,NA,NA,NA,NA,5.800771805,1.441748466,1.465485648,1.191370533,1.716572743,0.0466546,0.055731556,0.05450951,NA,0.050656078,0.021044821,0.033153943,0.034239936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.435,-0.000790411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.001830279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CIMARRON R NR ELKHART, KS",37.12196746,-101.8979456,7554.3,KS,Non-ref,6.4,sedimentary,sedimentary,"Shaley or sandy ground; on mixed sandstone and shale formations; where shaley, contains considerable swelling clay",17.5,1.49,0,0,0.98,10.41,4.84,0.03,0,0.09,1520.97,5.468411,0.13,2.83,19.86,41.99,38.15,25,High Plains
7157500,NA,NA,NA,NA,NA,5.8311633,NA,1.48561081,1.20992239,1.72506778,0.03906976,NA,0.05312665,NA,NA,NA,0.02696565,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.07557959,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"CROOKED C NR ENGLEWOOD, KS",37.032528,-100.2112531,3515.7,KS,Non-ref,6,sedimentary,sedimentary,Pliocene-age and older stream deposits on the Great Plains,134.4,26.76,1,8.2,3.67,0.26,76.35,0.39,0,0.24,827.8917,0.5746986,0.18,1.53,28.54,57.57,13.89,26,Southwestern Tablelands
7157950,NA,NA,NA,NA,NA,5.28067072,NA,1.5719278,1.17972106,1.57838665,0.03962015,0.03436557,0.0540303,NA,NA,NA,0.0286331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cimarron River near Buffalo, OK",36.85197484,-99.315387,26758.6,OK,Non-ref,5.9,sedimentary,sedimentary,Pliocene-age and older stream deposits on the Great Plains,58.9,1.2,6,98.6,3.07,3,38.52,0.29,0,0.21,1059.663,2.28924,0.15,3.22,21.3,45.05,33.66,27,Central Great Plains
7158000,NA,NA,NA,NA,NA,5.20280666,NA,1.54912793,1.09943706,1.57608007,0.04002126,0.03388164,0.05196203,NA,NA,NA,0.02912854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.09427869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cimarron River near Waynoka, OK",36.51725644,-98.8795366,29858.3,OK,Non-ref,5.8,sedimentary,sedimentary,Pliocene-age and older stream deposits on the Great Plains,53.3,0.09,6,98.6,3.08,3.01,36.26,0.41,0,0.22,1006.341,2.375497,0.15,3.23,21.26,45.15,33.59,27,Central Great Plains
7165562,NA,NA,NA,NA,NA,5.26008352,NA,1.45016426,1.09737465,1.42520776,NA,NA,NA,NA,NA,NA,0.03267773,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Haikey Creek at 101st St South at Tulsa, OK",36.01704297,-95.8488777,46.4,OK,Non-ref,4,sedimentary,sedimentary,Sandy or silty residuum; probably includes loess. Depth generally less than 10 feet,19.9,0,0,0,80.55,7.24,3.49,0.25,0,32.92,214.9405,1.193778,0.18,1.21,32.44,47.91,19.65,40,Central Irregular Plains
7165565,NA,4.485,NA,NA,NA,5.4109919,NA,1.4889129,1.1136108,1.4918991,NA,NA,NA,NA,NA,NA,0.0320559,NA,NA,NA,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Little Haikey Creek at 101st St South at Tulsa, OK",36.01759824,-95.8608227,14.2,OK,Non-ref,4,sedimentary,sedimentary,Sandy or silty residuum; probably includes loess. Depth generally less than 10 feet,19.9,0,0,0,86.14,7.58,1.39,0,0,33.13,220.8058,2.054775,0.17,1.64,29.99,45.4,24.62,40,Central Irregular Plains
7166500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03707982,NA,NA,NA,NA,0.94736842,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"VERDIGRIS R NR ALTOONA, KS",37.5297764,-95.674703,2874.2,KS,Non-ref,6.3,sedimentary,sedimentary,Sandy or silty residuum; probably includes loess. Depth generally less than 10 feet,2,0.79,0,0,3.94,7.58,32.32,1.08,0,0.43,329.8984,2.544548,0.17,0.67,36.56,52.36,11.08,40,Central Irregular Plains
7167500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03663224,NA,NA,NA,NA,0.88888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTTER C AT CLIMAX, KS",37.70808736,-96.2236107,319.6,KS,Ref,6,sedimentary,sedimentary,Sandy or silty residuum; probably includes loess. Depth generally less than 10 feet,1.3,0,0,0,3.63,6.09,23.84,0.57,0,0.42,380.381,3.267119,0.17,0.46,38.06,52.87,9.07,28,Flint Hills
7169500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03556314,NA,NA,NA,NA,1.04761905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FALL R AT FREDONIA, KS",37.50838374,-95.8335924,2097.5,KS,Non-ref,6.1,sedimentary,sedimentary,Sandy or silty residuum; probably includes loess. Depth generally less than 10 feet,1.6,0.55,1,0,4,7.04,26.41,1.19,0,0.58,356.8145,3.014436,0.17,0.62,37.18,52.17,10.65,40,Central Irregular Plains
7169800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03828685,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ELK R AT ELK FALLS, KS",37.37559729,-96.185548,565,KS,Non-ref,6,sedimentary,sedimentary,Sandy or silty residuum; probably includes loess. Depth generally less than 10 feet,0.8,0.5,0,0,2.97,5.33,26.94,1.11,0,0.35,355.873,2.82488,0.17,0.45,37.95,52.77,9.28,28,Flint Hills
7170700,NA,NA,NA,NA,NA,3.5698698,NA,1.61437865,0.93104085,NA,NA,NA,NA,NA,NA,NA,0.03295644,NA,NA,NA,NA,0.93333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BIG HILL C NR CHERRYVALE, KS",37.2667325,-95.469144,94.8,KS,Non-ref,5,sedimentary,sedimentary,Sandy or silty residuum; probably includes loess. Depth generally less than 10 feet,3.8,0,0,0,4.66,11.97,73.22,5.52,0,0.58,289.4446,1.999894,0.18,0.83,36.4,50.15,13.45,40,Central Irregular Plains
