site,p_mm_wy,p_mm_jja,p_mm_son,p_mm_djf,p_mm_mam,pet_mm_wy,pet_mm_jja,pet_mm_son,pet_mm_djf,pet_mm_mam,T_max_c_wy,T_max_c_jja,T_max_c_son,T_max_c_djf,T_max_c_mam,T_min_c_wy,T_min_c_jja,T_min_c_son,T_min_c_djf,T_min_c_mam,pcumdist10days,pcumdist50days,pcumdist90days,drainagearea,wyearsdata,jjaflow,sonflow,djfflow,mamflow,jjanoflow,sonnoflow,djfnoflow,mamnoflow,jjacount,soncount,djfcount,mamcount,totaldataperwyear,totalflowperwyear,totalnoflowperwyear,annualfractionnoflow,jjafractionnoflow,sonfractionnoflow,djffractionnoflow,mamfractionnoflow,peakflow,peakflowmmd,peakdatewy,lowflow,lowflowmmd,lowdatewy,zeroflowfirst,zeroflowcentroiddate,zeroflowfirstjja,zeroflowcentroiddatejja,zeroflowfirstson,zeroflowcentroiddateson,zeroflowfirstdjf,zeroflowcentroiddatedjf,zeroflowfirstmam,zeroflowcentroiddatemam,area_norm_yield_mm,cumdist10days,cumdist50days,cumdist90days,totalflowperiods,meanlengthflow,maxlengthflow,minlengthflow,medianlengthflow,totalnoflowperiods,meanlengthnoflow,maxlengthnoflow,minlengthnoflow,medianlengthnoflow,cvlengthflow,cvlengthnoflow,agency_cd,station_nm,dec_lat_va,dec_long_va,DRAIN_SQKM,STATE,CLASS,SNOW_PCT_PRECIP,GEOL_REEDBUSH_DOM,GEOL_REEDBUSH_SITE,GEOL_HUNT_DOM_DESC,FRESHW_WITHDRAWAL,PCT_IRRIG_AG,POWER_NUM_PTS,POWER_SUM_MW,DEVNLCD06,FORESTNLCD06,PLANTNLCD06,WATERNLCD06,SNOWICENLCD06,IMPNLCD06,ELEV_MEAN_M_BASIN,SLOPE_PCT,AWCAVE,PERMAVE,CLAYAVE,SILTAVE,SANDAVE,ECO3_SITE,ECO3,TOPWET
8084000,594.4242857,187.238,152.02,86.02285714,164.9505714,1810.31641,665.496328,371.25172,238.0418428,531.2210793,24.85797749,34.17555756,25.00102799,14.54526388,25.32823129,10.52384528,20.6800757,10.88080259,-0.007095085,10.13166229,49.82857143,216.7714286,327.5714286,5717.1801,39,85.34285714,85.74285714,90.25714286,92,6.657142857,5.257142857,0,0,92,91,90.25714286,92,365.2571429,353.3428571,11.91428571,0.032612364,0.072360248,0.057770801,0,0,2099.2,0.898318991,223.6571429,2.337714286,0.001000387,279.7714286,202.7,272.5131126,42,64.62265234,1.714285714,15.22321429,NA,NA,NA,NA,9.130050125,93.02857143,220.0571429,297.4571429,1.742857143,297.5910204,344.6857143,273.3428571,287.6857143,0.857142857,14.27333333,#NAME?,Inf,12.45,1.632993901,0.767683296,USGS,"Clear Fk Brazos Rv at Nugent, TX",32.6901186,-99.6695326,5787.9,TX,Non-ref,1,sedimentary,sedimentary,Clayey ground on weathered Permian- and/or Triassic-age red beds,33.4,0.2,4,0,8.51,6.94,24.12,0.36,0,1.26,621.7154,1.730744,0.14,1.49,30.67,42,27.32,27,Central Great Plains,12.47369
8084800,622.6588571,196.7834286,157.362,94.00971429,170.5222857,1761.26408,661.0466784,359.3096862,222.3447816,514.3202665,25.05232259,34.74284701,25.15199021,14.41421033,25.50694914,10.48954516,21.0918286,10.75718632,-0.371413844,10.0537376,51.54285714,216.6857143,326.8,1242.7522,39,84.31428571,85.02857143,87.68571429,88.74285714,7.685714286,5.971428571,2.571428571,3.257142857,92,91,90.25714286,92,365.2571429,345.7714286,19.48571429,0.053357501,0.083540373,0.065620094,0.028571429,0.035403727,1916.28,3.772533136,222.1714286,0.216571429,0.000426359,236.2571429,139.1,224.9749977,26.375,51.31996888,3.8,31.52588978,1,45.5,47.5,70.70940171,27.12306475,126.5142857,216.1142857,282.0285714,1.885714286,295.1961905,330.6571429,275.4,286.6714286,1,13.90761905,#NAME?,Inf,8.35,1.350216405,1.179060787,USGS,"California Ck nr Stamford, TX",32.93094435,-99.642588,1243.9,TX,Non-ref,1,sedimentary,sedimentary,Clayey ground on weathered Permian- and/or Triassic-age red beds,130.5,0.63,0,0,7.84,0.48,63.8,0.18,0,0.36,519.0012,0.3506449,0.14,0.92,36.44,38.64,24.93,27,Central Great Plains,12.85255
8085500,617.552,193.3022857,156.2877143,91.142,172.5102857,1781.050485,662.5948306,365.4334451,229.6020347,519.1420635,24.90897558,34.4097333,25.06731728,14.44864425,25.32415952,10.52738492,20.83015221,10.85265775,-0.115899531,10.12658046,50.6,215.2571429,327.2571429,10467.1974,39,78.57142857,79.05714286,90.17142857,91.05714286,13.42857143,11.94285714,0.085714286,0.942857143,92,91,90.25714286,92,365.2571429,338.8571429,26.4,0.072250917,0.145962733,0.131240188,0.000941915,0.010248447,4839.974286,1.13128304,239.6285714,3.99,0.000932612,219.1142857,172,264.1865676,44.63636364,65.68159119,3.333333333,22.06989471,1,2,76.66666667,81.66666667,14.97962284,80.51428571,217.8,282.7142857,1.714285714,277.9297959,328.6285714,241.4571429,273.0571429,0.942857143,29.7542517,#NAME?,Inf,28.10714286,1.410766332,0.821943191,USGS,"Clear Fk Brazos Rv at Ft Griffin, TX",32.93297778,-99.2153889,10425.4,TX,Non-ref,1,sedimentary,sedimentary,Clayey ground on weathered Permian- and/or Triassic-age red beds,47.8,1,5,0,7.12,4.95,27.92,0.41,0,0.82,563.8563,1.622448,0.14,1.18,33.76,42.65,23.59,27,Central Great Plains,12.55896
8086212,677.4228571,201.6965714,172.4625714,102.796,196.5454286,1757.401696,655.8140029,366.5737895,228.3785008,502.4036818,24.89820994,34.31684933,25.2073671,14.54281485,25.14671846,10.89995259,20.85065787,11.23349633,0.522517948,10.58846818,45.17142857,213.5714286,322.0285714,1593.7387,39,64,50.11428571,53.88571429,71.11428571,28,40.88571429,36.37142857,20.88571429,92,91,90.25714286,92,365.2571429,239.1142857,126.1428571,0.345363746,0.304347826,0.449293564,0.403066457,0.227018634,5490.705714,8.428876404,211.4285714,0.080285714,0.000123248,257.1142857,86.5,197.3667154,36.07692308,61.78472583,5.291666667,39.70632185,3.5625,44.77354838,23.64705882,47.77455483,30.50008831,150.9428571,212.2285714,267.6,3.171428571,129.2472449,204.7428571,82.34285714,115.6857143,3.114285714,44.16041667,#NAME?,Inf,33.875,1.229064669,1.124890369,USGS,"Hubbard Ck bl Albany, TX",32.73289717,-99.1406299,1584.8,TX,Ref,1,sedimentary,sedimentary,Sandy or silty residuum; probably includes loess. Depth generally less than 10 feet,1.3,0.04,0,0,4.95,8.04,3.07,0.19,0,0.35,483.3127,3.003413,0.13,0.68,39.9,45.14,14.95,27,Central Great Plains,12.27696
8086290,709.108,212.0485714,177.7537143,111.7325714,204.0828571,1732.609186,649.8973137,363.9949819,224.4053729,490.0745328,24.89076794,34.29256513,25.24699311,14.58866627,25.05804714,11.24403147,21.27717846,11.57093243,0.780808892,10.93917497,45.77142857,213.5142857,321.0571429,727.972,39,50.4,42.57142857,62.2,72.11428571,41.6,48.42857143,28.05714286,19.88571429,92,91,90.25714286,92,365.2571429,227.2857143,137.9714286,0.37773486,0.452173913,0.532182104,0.310891331,0.216149068,3514.162857,11.81043369,216.4857143,0.002285714,7.68E-06,264.1428571,47.39393939,211.5087133,29.03333333,60.21425668,2.533333333,35.3619464,15.64705882,48.0592924,21.66666667,45.01074894,40.76009866,151.2571429,214.7142857,267.0285714,6.028571429,65.94727384,173.0285714,23.68571429,38.7,6.342857143,27.4641651,#NAME?,Inf,17.43939394,1.515592612,1.130458989,USGS,"Big Sandy Ck abv Breckenridge, TX",32.64845613,-99.0045146,733,TX,Ref,0.9,sedimentary,sedimentary,Sandy or silty residuum; probably includes loess. Depth generally less than 10 feet,5.2,0.14,0,0,6.42,15.56,4.52,0.37,0,0.26,455.5583,2.518414,0.14,0.87,36.57,37.72,25.71,29,Cross Timbers,12.72996
8091500,823.4797143,202.7402857,207.7628571,152.2085714,258.4225714,1663.112242,633.9788799,351.8187186,214.5125865,458.6961368,24.88470673,34.26036854,25.42707465,14.70965661,24.77111965,11.57491916,21.40648491,11.88838781,1.255922592,11.3427634,44.57142857,199.0571429,313.3428571,1065.959,39,80.85714286,80.68571429,90.25714286,92,11.14285714,10.31428571,0,0,92,91,90.25714286,92,365.2571429,343.8,21.45714286,0.058732369,0.121118012,0.113343799,0,0,4281.628571,9.827139608,208.6571429,2.45,0.005623209,201.1428571,123.2941176,211.3606439,50.30769231,71.07059008,8.75,25.02407407,NA,NA,NA,NA,82.98575477,95.05714286,200.8,268.3142857,1.714285714,264.3771429,332.8571429,213.3428571,252.3714286,1.057142857,20.84803922,#NAME?,Inf,19.05882353,1.38494401,0.675006702,USGS,"Paluxy Rv at Glen Rose, TX",32.23153166,-97.7772512,1064,TX,Non-ref,1,sedimentary,sedimentary,Sandy or silty residuum; probably includes loess. Depth generally less than 10 feet,641.2,0.39,0,0,6.58,34.12,3.47,0.38,0,0.28,326.7783,4.017117,0.13,0.89,35.63,42.17,22.2,29,Cross Timbers,11.8642
8095000,854.9874286,212.9548571,216.4988571,162.0145714,261.5805714,1634.305006,624.9103063,344.8391417,210.4162876,450.1222005,24.82869748,34.00273777,25.37474748,14.84097207,24.73141967,11.70654873,21.25099933,12.1186109,1.610966456,11.44929665,45.4,197.5714286,316.3714286,2516.7032,39,90.6,90.02857143,90.22857143,91.45714286,1.4,0.971428571,0.028571429,0.542857143,92,91,90.25714286,92,365.2571429,362.3142857,2.942857143,0.008058345,0.015217391,0.010675039,0.00031746,0.005900621,14388.66857,13.98773013,205.8285714,3.568571429,0.003469134,207.8285714,142.4285714,172.398517,38.5,56.18571429,20.8,26.3,17,17,41,50,97.21827989,112.6857143,198.4,260.0285714,1.428571429,318.397619,350.0857143,296.9142857,310.8428571,0.428571429,5.538095238,#NAME?,Inf,4.071428571,1.246038078,0.891962139,USGS,"N Bosque Rv nr Clifton, TX",31.785991,-97.5680748,2535.1,TX,Non-ref,1,sedimentary,sedimentary,Sandy or silty residuum; probably includes loess. Depth generally less than 10 feet,7.3,0.33,0,0,5.92,21.15,6.64,0.49,0,0.55,346.2471,2.651546,0.13,0.88,36.02,42.86,21.13,29,Cross Timbers,12.11319
8095200,857.1405714,211.1937143,218.4182857,163.8731429,261.7597143,1638.963663,626.5230769,346.3832003,211.5444829,450.4805108,24.88425856,34.03733991,25.43945381,14.91979728,24.77616438,11.79018288,21.31121191,12.20178808,1.718678202,11.53304174,45.22857143,196.6857143,316.6,2979.4854,37,89.57575758,89.33333333,90.27272727,92,2.424242424,1.666666667,0,0,92,91,90.27272727,92,365.2727273,361.1818182,4.090909091,0.011194587,0.026350461,0.018315018,0,0,15107.54545,12.40541464,206.6969697,7.946363636,0.00652508,234.2424242,220,243.9353448,49.33333333,67.85087719,2.666666667,11.33333333,NA,NA,NA,NA,99.61869493,101.7575758,197.0909091,261.9090909,1.181818182,342.5833333,358.4242424,333.0909091,337.9393939,0.242424242,17.0625,#NAME?,Inf,17.125,1.464885216,0.6187099,USGS,"N Bosque Rv at Valley Mills, TX",31.66960575,-97.4694602,3000.1,TX,Non-ref,0.9,sedimentary,sedimentary,Sandy or silty residuum; probably includes loess. Depth generally less than 10 feet,6.6,0.07,0,0,5.62,23.21,6.54,0.45,0,0.52,334.6464,2.78458,0.13,0.87,36.37,43.63,20,29,Cross Timbers,12.05986
8100500,794.9705714,213.4568571,199.0045714,137.4754286,242.3402857,1677.603587,630.9894365,354.3144845,222.6685913,465.5312163,24.90382399,34.0233323,25.36767838,14.91881458,24.93946008,11.40988014,20.93992981,11.80637651,1.330613963,11.16716325,44.45714286,202.0857143,318.6857143,6088.9658,39,91.42857143,90,90.25714286,92,0.571428571,1,0,0,92,91,90.25714286,92,365.2571429,363.6857143,1.571428571,0.004301006,0.00621118,0.010989011,0,0,7158.371429,2.876267877,189.2285714,8.771714286,0.003524517,227.7714286,149,172.05,53,81.5,1,18,NA,NA,NA,NA,58.72959334,97.88571429,201.4571429,280.3428571,1.028571429,359.1714286,363.1142857,355.2285714,359.1714286,0.085714286,15,#NAME?,Inf,15,1.235199187,1.35764502,USGS,"Leon Rv at Gatesville, TX",31.4347222,-97.7583333,6168,TX,Non-ref,0.9,sedimentary,sedimentary,Sandy or silty residuum; probably includes loess. Depth generally less than 10 feet,13.9,0.17,0,0,6.33,12.93,14.17,0.58,0,0.36,412.2985,2.16972,0.13,1.11,33.68,37.4,28.92,29,Cross Timbers,12.25508
8101000,806.1071429,201.1414286,207.9591429,150.4037143,244.4214286,1680.669423,631.8644499,357.3849587,224.8501399,462.3965209,24.96189619,33.78078833,25.47967753,15.25996411,24.97094443,12.00768633,21.21941366,12.49693187,2.170510051,11.75803056,42.31428571,196.4571429,316.6,1182.9545,39,77.65714286,69.25714286,83.42857143,89.71428571,14.34285714,21.74285714,6.828571429,2.285714286,92,91,90.25714286,92,365.2571429,320.0571429,45.2,0.123722691,0.155900621,0.238932496,0.075583464,0.02484472,6166.257143,12.75299612,185.7714286,0.320857143,0.000663594,242.6857143,104.8,211.6473706,52.78571429,72.17814223,2.857142857,32.87127578,1,24.70762518,42.25,67.35208333,82.4318802,107.4285714,199.5428571,261.0857143,2.514285714,254.0337504,305.0571429,227.8857143,239.0571429,2.085714286,33.34261905,#NAME?,Inf,31.65,1.538473521,0.972002068,USGS,"Cowhouse Ck at Pidcoke, TX",31.2848902,-97.8850244,1177.1,TX,Ref,0,sedimentary,sedimentary,Sandy or silty residuum; probably includes loess. Depth generally less than 10 feet,1.7,0.03,0,0,2.47,18.28,3.36,0.1,0,0.14,381.1581,3.129799,0.13,0.85,38.56,44.93,16.5,29,Cross Timbers,11.8627
8102500,810.8388571,208.0711429,207.9094286,146.9482857,245.5517143,1675.026228,631.4300456,354.9053772,222.5130396,462.0582457,25.04840608,34.07229466,25.56061174,15.16753623,25.03053016,11.7313997,21.13987132,12.14128399,1.75767074,11.49390283,43.77142857,199.6,318.4571429,9312.8418,39,91.54285714,90.6,89.91428571,91.62857143,0.457142857,0.4,0.342857143,0.371428571,92,91,90.25714286,92,365.2571429,363.6857143,1.571428571,0.004301648,0.004968944,0.004395604,0.003809524,0.004037267,3363.428571,0.883605927,215.2857143,3.497142857,0.000918734,198.4571429,178.5,195.5285714,46,58.38461538,39.25,40.875,55.5,56.5,42.6,48.54,62.74626327,119.1428571,214.5142857,296.0285714,1.514285714,302.482381,330.0571429,282,297.6,0.514285714,2.841666667,#NAME?,Inf,2.55,0.771962627,0.706757487,USGS,"Leon Rv nr Belton, TX",31.07017947,-97.4413967,9277.8,TX,Non-ref,0.6,sedimentary,sedimentary,Sandy or silty residuum; probably includes loess. Depth generally less than 10 feet,10.9,0.19,1,0,5.87,16.39,11.38,1,0,0.53,376.1389,2.491334,0.13,1.03,35.24,40.34,24.42,29,Cross Timbers,12.14448
8103900,778.2605714,185.5677143,217.6545714,145.4822857,227.8845714,1657.602639,627.1529525,351.8293356,221.4028311,453.0620896,25.38174278,34.07050558,25.952714,15.86110094,25.29068213,12.38351263,21.27760647,12.93101497,2.769739799,12.17941973,42.11428571,194.1142857,315.2571429,86.57667,39,45.22857143,32.82857143,61.82857143,72.48571429,46.77142857,58.17142857,28.42857143,19.51428571,92,91,90.25714286,92,365.2571429,212.3714286,152.8857143,0.418483847,0.508385093,0.639246468,0.314463632,0.212111801,413.6637143,11.68974901,190.5714286,0,0,239.8,41.42857143,206.3322859,38.35294118,64.12904653,1.548387097,37.74308718,4,35.50867429,19.92307692,54.63954534,102.6742595,119.2571429,196.3428571,256.1428571,4.085714286,72.38417234,186.7142857,13.6,45.51428571,4.571428571,34.20768707,83.4,5.828571429,24.18571429,1.434863506,1.060082499,USGS,"S Fk Rocky Ck nr Briggs, TX",30.91156805,-98.0369676,86,TX,Ref,0,sedimentary,sedimentary,Sandy or silty residuum; probably includes loess. Depth generally less than 10 feet,70.1,0,0,0,0.19,27.61,0.21,0.07,0,0.11,369.8257,2.975491,0.12,0.9,34.69,49.07,16.24,29,Cross Timbers,11.99273
8104700,800.8345714,188.0934286,228.2954286,150.3145714,232.1591429,1668.871059,628.3335101,354.63173,225.150059,456.5426326,25.48838744,34.11924548,26.09116755,16.05472126,25.33989317,12.5382066,21.30910833,13.04544037,3.073837041,12.3504744,42.11428571,192.5142857,316.7428571,644.7752,39,92,90.45714286,90.2,92,0,0.542857143,0.057142857,0,92,91,90.25714286,92,365.2571429,364.6571429,0.6,0.001640628,0,0.005965463,0.000634921,0,750.1328571,2.846351303,189.5714286,0.794,0.003012804,186.9142857,122.6666667,140.0846154,NA,NA,28,41.125,14,14.5,NA,NA,86.24384116,84.68571429,185.9714286,274.8857143,1.114285714,351.1047619,362.0857143,344.5142857,346.7142857,0.171428571,2.944444444,#NAME?,Inf,2.166666667,1.418307226,0.710600148,USGS,"N Fk San Gabriel Rv nr Georgetown, TX",30.6618592,-97.7113993,643.9,TX,Non-ref,0,sedimentary,sedimentary,Sandy or silty residuum; probably includes loess. Depth generally less than 10 feet,48.5,0,0,0,5.19,30.73,0.08,0.84,0,0.36,350.5058,2.277953,0.12,0.86,36.23,48.24,15.53,30,Edwards Plateau,12.05072
8104900,812.6122857,188.5714286,233.7682857,152.4885714,235.5434286,1656.3846,623.8785324,351.2336907,223.0862415,453.9753724,25.58738088,34.19547397,26.2340887,16.19298475,25.38081549,12.75988104,21.38004072,13.21378795,3.46911954,12.60681361,43.02857143,189,316.4285714,345.7867,39,90.77142857,89.45714286,90.25714286,92,1.228571429,1.542857143,0,0,92,91,90.25714286,92,365.2571429,362.4857143,2.771428571,0.007591244,0.013354037,0.016954474,0,0,2672.28,18.90742181,185.1714286,0.351142857,0.002484472,206,274.5714286,284.3412088,61.75,69.68269231,7.5,21.04166667,NA,NA,NA,NA,129.3549066,91.74285714,181.3714286,268.2857143,1.342857143,324.1642857,356.1142857,304.4285714,315.2428571,0.371428571,8.428571429,#NAME?,Inf,8,1.4430503,0.706618091,USGS,"S Fk San Gabriel Rv at Georgetown, TX",30.6257499,-97.6911204,342.6,TX,Ref,0,sedimentary,sedimentary,Sandy or silty residuum; probably includes loess. Depth generally less than 10 feet,37.4,0,0,0,8.57,41.96,0.04,0.19,0,0.92,342.1851,2.356161,0.12,0.75,39.14,46.9,13.96,32,Texas Blackland Prairies,12.05976
8105700,835.6842857,191.8745714,238.3048571,161.6374286,242.1417143,1673.868837,632.081159,356.2450372,224.5635094,456.7297452,25.80082086,34.43208671,26.49167651,16.35605268,25.575999,12.79039422,21.5266356,13.29259534,3.346501693,12.6211826,44.94285714,188.8,317,1918.7262,39,91.6,89.88571429,90.25714286,92,0.4,1.114285714,0,0,92,91,90.25714286,92,365.2571429,363.7428571,1.514285714,0.004146375,0.004347826,0.012244898,0,0,1832.26,2.336322178,211.3428571,2.052571429,0.002617242,193.7714286,207,216,66.5,69.5,1,20.46153846,NA,NA,NA,NA,119.2662745,90.54285714,179.5142857,271.3428571,1.057142857,353.4857143,361.6,345.3714286,353.4857143,0.114285714,16.16666667,#NAME?,Inf,16.16666667,1.120818459,0.471404521,USGS,"San Gabriel Rv at Laneport, TX",30.69436146,-97.2788849,1916.1,TX,Non-ref,0,sedimentary,sedimentary,Sandy or silty residuum; probably includes loess. Depth generally less than 10 feet,29.4,0.67,0,0,9.44,23.52,11.45,1.35,0,1.11,291.726,1.903157,0.13,0.73,41.66,45.04,13.3,32,Texas Blackland Prairies,12.12681
8109700,894.7625714,184.1494286,265.5788571,193.5725714,250.0451429,1622.474672,615.5092191,349.4358399,214.7395406,438.6923687,26.24510127,34.59447022,27.07275055,16.99104328,25.98373358,13.54550517,22.05003878,14.02520958,4.292966817,13.44456388,40.94285714,175.8,314.2285714,613.5764,39,77.05714286,68.2,86.14285714,91.11428571,14.94285714,22.8,4.114285714,0.885714286,92,91,90.25714286,92,365.2571429,322.5142857,42.74285714,0.117018382,0.16242236,0.250549451,0.045714286,0.009627329,2212.345714,8.821511063,159.0285714,0.750571429,0.00299283,217.3428571,71.89473684,203.322347,49.71428571,70.14986245,9.05,31.66614128,1,20.9,62,77,103.1785783,72.17142857,158.4857143,248.6285714,1.685714286,243.8619048,312.0857143,188.3142857,234.6714286,1.2,34.43421053,#NAME?,Inf,33.10526316,1.318346807,0.75339819,USGS,"Middle Yegua Ck nr Dime Box, TX",30.33937764,-96.9047037,610.1,TX,Ref,0,sedimentary,sedimentary,"Loam; texture variable, ranging from sand to clay, mostly non-swelling clay mineral, kaolinite; otherwise similar to rc",7.9,0.43,0,0,5.96,26.97,35.69,0.35,0,0.38,141.6383,1.878962,0.12,3.69,25.28,28.1,46.62,33,East Central Texas Plains,12.57345
8109800,917.2045714,190.4694286,264.2368571,205.3108571,255.6551429,1628.672859,619.0045471,351.5097559,215.5067492,438.5544338,26.13202067,34.49788462,26.9610139,16.84924589,25.88033239,13.46347825,21.98999201,13.95924771,4.189408785,13.34608528,39.37142857,176.4,311.5428571,634.3756,39,83.05714286,85.2,89.85714286,92,8.942857143,5.8,0.4,0,92,91,90.25714286,92,365.2571429,350.1142857,15.14285714,0.041469742,0.097204969,0.063736264,0.004444444,0,2254.985714,8.696729483,171.6,4.652285714,0.017942318,222.5428571,137.4166667,260.4267905,51,70.13750145,12.36363636,23.74159335,32,35,NA,NA,103.3883679,70.51428571,164.8,253.6,1.942857143,272.3185714,334.2857143,242.7428571,258.1571429,1.114285714,15.57222222,#NAME?,Inf,11.91666667,1.557904704,1.091039828,USGS,"E Yegua Ck nr Dime Box, TX",30.40743105,-96.8174791,620,TX,Non-ref,0,sedimentary,sedimentary,"Loam; texture variable, ranging from sand to clay, mostly non-swelling clay mineral, kaolinite; otherwise similar to rc",13.4,0.66,3,1252.1,5.77,34.19,30.07,1.13,0,0.68,132.4826,1.982854,0.12,4.47,23.13,26.02,50.85,33,East Central Texas Plains,12.51487
8110100,962.4094286,198.3477143,273.5597143,221.1234286,267.8102857,1601.808724,609.4790125,345.1270426,210.7061701,432.4324236,26.15736698,34.47963096,27.00120183,16.91349111,25.89667391,13.63990143,22.09055154,14.09128176,4.504401169,13.50862477,38.22857143,174.8285714,312.2,506.9805,39,66.74285714,60.8,84.65714286,90.54285714,25.25714286,30.2,5.6,1.457142857,92,91,90.25714286,92,365.2571429,302.7428571,62.51428571,0.171167217,0.274534161,0.331868132,0.062148962,0.015838509,3820.011429,18.4345289,179.4285714,0.019428571,9.38E-05,243.9142857,98.125,209.6350257,51.11538462,71.51831672,7,30.41628237,1,18.8685642,58,63.1,139.0001663,81.97142857,161.9428571,241.6285714,3.457142857,152.324263,278.7428571,83.45714286,126.1142857,3.428571429,18.87704899,#NAME?,Inf,15.890625,1.604439818,0.953641335,USGS,"Davidson Ck nr Lyons, TX",30.41965196,-96.5402466,504.2,TX,Non-ref,0,sedimentary,sedimentary,"Loam; texture variable, ranging from sand to clay, mostly non-swelling clay mineral, kaolinite; otherwise similar to rc",9.8,2.44,0,0,5.79,30.67,40.72,0.31,0,0.71,115.9297,1.598278,0.13,3.03,29.12,32.63,38.26,33,East Central Texas Plains,12.80823
8110325,988.8705714,201.8157143,264.254,225.4682857,296.1802857,1648.847399,630.9035076,358.4933631,216.0449206,439.2595146,25.32507834,34.3188124,26.1453512,15.51757082,24.95999582,12.68095351,21.84075401,13.10149129,2.978831214,12.4178568,43.54285714,172.5428571,309.6,621.3761,39,53.82857143,44.77142857,75.14285714,83.88571429,38.17142857,46.22857143,15.11428571,8.114285714,92,91,90.25714286,92,365.2571429,257.6285714,107.6285714,0.29463604,0.414906832,0.508006279,0.167256236,0.088198758,7225.158857,28.4479838,147.5142857,0.000285714,1.12E-06,202,67.67647059,219.0299357,37.51724138,64.44705852,2.833333333,32.99662978,3.266666667,23.14414481,43.90909091,58.10412437,186.496369,96.6,142.4857143,218.1142857,4.457142857,97.73603175,225.8857143,49.22857143,67.38571429,4.6,26.10941293,#NAME?,Inf,21.85294118,1.72485621,0.830845137,USGS,"Navasota Rv abv Groesbeck, TX",31.57433657,-96.520814,621.5,TX,Non-ref,0,sedimentary,sedimentary,"Loam; texture variable, ranging from sand to clay, mostly non-swelling clay mineral, kaolinite; otherwise similar to rc",12.7,0,0,0,5.28,12.44,35.11,1.2,0,0.35,162.7432,1.010507,0.15,0.76,44.64,41.78,13.57,32,Texas Blackland Prairies,12.98254
8110430,1013.08,207.9962857,271.7817143,239.1011429,292.2354286,1591.741204,608.4237514,343.4673779,208.8444686,427.0323394,25.34324296,34.23499467,26.13200683,15.62311356,25.02490266,12.79610769,21.81942243,13.20319956,3.248269682,12.53464727,43.68571429,167.0285714,307.9714286,252.71028,39,55.85714286,47.25714286,84.48571429,90.11428571,36.14285714,43.74285714,5.771428571,1.885714286,92,91,90.25714286,92,365.2571429,277.7142857,87.54285714,0.239668923,0.392857143,0.480690738,0.064053724,0.020496894,2741.542857,26.54182413,144.5428571,0.000857143,8.30E-06,243.6285714,48.32352941,220.2299891,40.6,66.39686079,4.625,34.18574594,2.727272727,13.4078341,60.85714286,70.23891941,198.6939172,95.31428571,151.0857143,218.4,4.314285714,112.532619,248.3142857,58.71428571,79.21428571,4.542857143,20.97958683,#NAME?,Inf,15.39705882,1.757650849,1.037428929,USGS,"Big Ck nr Freestone, TX",31.5068396,-96.3246953,252.1,TX,Non-ref,0,sedimentary,sedimentary,"Loam; texture variable, ranging from sand to clay, mostly non-swelling clay mineral, kaolinite; otherwise similar to rc",354.4,0.22,0,0,9.03,18.07,49.1,0.72,0,2.39,143.4071,1.273683,0.12,3.33,26.17,29.79,44.04,33,East Central Texas Plains,12.95221
8111700,1045.060857,233.3205714,296.9865714,227.6342857,285.6822857,1605.927779,598.0237814,350.2366653,217.0586893,436.4681167,26.37463128,34.32347394,27.24537992,17.41741693,26.18343321,14.24768426,22.29520066,14.72998001,5.443932855,14.17292508,40.17142857,178.2857143,319.9142857,977.5624,32,90.25,89.32142857,90.25,92,1.75,1.678571429,0,0,92,91,90.25,92,365.25,361.8214286,3.428571429,0.009380781,0.019021739,0.01844584,0,0,10342.71071,25.88502123,164.9642857,2.108571429,0.005277187,215.5714286,128,169.6418466,12,67.2244898,1,25.72340426,NA,NA,NA,NA,197.9939715,79,166.1071429,232.1785714,1.107142857,348.7440476,360.3214286,339.4642857,346.4464286,0.178571429,17.41666667,#NAME?,Inf,7.25,1.39559685,0.794014103,USGS,"Mill Ck nr Bellville, TX",29.88106145,-96.2052402,976.1,TX,Non-ref,0,sedimentary,quarternary,"Loam; texture variable, ranging from sand to clay, mostly non-swelling clay mineral, kaolinite; otherwise similar to rc",8.2,0.38,0,0,6.08,19.76,55.76,0.32,0,0.52,95.08836,2.35813,0.15,2.64,38.53,35.79,25.68,33,East Central Texas Plains,12.51561
