site,p_mm_wy,p_mm_jja,p_mm_son,p_mm_djf,p_mm_mam,pet_mm_wy,pet_mm_jja,pet_mm_son,pet_mm_djf,pet_mm_mam,T_max_c_wy,T_max_c_jja,T_max_c_son,T_max_c_djf,T_max_c_mam,T_min_c_wy,T_min_c_jja,T_min_c_son,T_min_c_djf,T_min_c_mam,pcumdist10days,pcumdist50days,pcumdist90days,jjaflow,sonflow,djfflow,mamflow,jjanoflow,sonnoflow,djfnoflow,mamnoflow,jjacount,soncount,djfcount,mamcount,totaldataperwyear,totalflowperwyear,totalnoflowperwyear,annualfractionnoflow,jjafractionnoflow,sonfractionnoflow,djffractionnoflow,mamfractionnoflow,peakflow,peakflowmmd,peakdatewy,lowflow,lowflowmmd,lowdatewy,zeroflowfirst,zeroflowcentroiddate,zeroflowfirstjja,zeroflowcentroiddatejja,zeroflowfirstson,zeroflowcentroiddateson,zeroflowfirstdjf,zeroflowcentroiddatedjf,zeroflowfirstmam,zeroflowcentroiddatemam,area_norm_yield_mm,cumdist10days,cumdist50days,cumdist90days,totalflowperiods,meanlengthflow,maxlengthflow,minlengthflow,medianlengthflow,totalnoflowperiods,meanlengthnoflow,maxlengthnoflow,minlengthnoflow,medianlengthnoflow,cvlengthflow,cvlengthnoflow,station_nm,dec_lat_va,dec_long_va,DRAIN_SQKM,STATE,CLASS,SNOW_PCT_PRECIP,GEOL_REEDBUSH_DOM,GEOL_REEDBUSH_SITE,GEOL_HUNT_DOM_DESC,FRESHW_WITHDRAWAL,PCT_IRRIG_AG,POWER_NUM_PTS,POWER_SUM_MW,DEVNLCD06,FORESTNLCD06,PLANTNLCD06,WATERNLCD06,SNOWICENLCD06,IMPNLCD06,ELEV_MEAN_M_BASIN,SLOPE_PCT,AWCAVE,PERMAVE,CLAYAVE,SILTAVE,SANDAVE,ECO3_SITE,ECO3
8082700,3.452052265,2.235837676,2.21458311,1.750392851,2.149561385,10.61984965,10.41378493,5.088682795,5.779262381,7.885708804,25.07058174,23.46603659,21.57587249,8.44964114,18.55091602,17.37492672,22.85377774,11.73828114,-0.606261526,8.755533455,1.290979183,6.22179406,9.75421323,1.367637213,0.90465713,0.747783849,1.080064712,2.361229702,3.81110876,2.248464888,2.293173283,Inf,Inf,203.5387643,Inf,823.6909031,1.421145084,3.606205799,3.609752315,2.361229702,3.81110876,2.251377117,2.293173283,0.536090372,0.536090372,2.734358404,NA,NA,1.362140715,0.331186161,5.857427632,0.601878536,4.779758544,2.632645099,6.620644348,0.397547863,4.836701142,0.540795542,4.396496408,0.667599553,1.702438408,2.754187939,3.840973278,2.757010751,0.46780071,0.884516657,0.215532803,0.332067142,2.9862117,0.804050678,1.882657959,0.226721872,0.50536579,2.378826826,3.316055772,"Millers Ck nr Munday, TX",33.32926607,-99.4650825,276,TX,Ref,1,sedimentary,sedimentary,"Sand sheets, mostly with dunes or sand mounds at surface",56.9,5.47,0,0,4.92,1.86,53.28,0.11,0,0.07,448.4697,0.4885178,0.14,0.4,41.01,41.45,17.54,27,Central Great Plains
8083100,3.243927492,2.102742549,1.948738082,1.61970713,2.082734651,11.43874743,11.49564362,5.121748514,5.918317456,8.662058752,25.66308652,25.66980675,22.68953019,9.021193121,18.36011157,17.72358103,23.94846766,12.03690336,-0.510376383,8.88565298,1.410969183,6.101343277,8.912082288,2.133517534,1.633077769,1.701526816,1.934551047,0.835335733,0.797460873,0.714095101,0.699383148,Inf,Inf,203.5387643,Inf,823.6909031,1.979639125,0.818596686,0.81854582,0.835335733,0.797460873,0.714493329,0.699383148,0.694654806,0.694654806,2.859788051,0.469506403,0.469506403,1.681481829,0.585284143,2.933236553,0.729538121,4.657143071,0.909508594,2.972764134,0.560181087,3.519930077,0.452361928,4.009591046,0.821292874,1.501724793,3.300888901,5.772908771,0.987939679,1.046115437,1.510884016,0.872254514,0.957680243,0.844299842,1.553628076,NA,NA,1.283891377,2.657376566,3.340395037,"Clear Fk Brazos Rv nr Roby, TX",32.78760777,-100.3887183,686.5,TX,Non-ref,1,sedimentary,sedimentary,Clayey ground on weathered Permian- and/or Triassic-age red beds,5.3,1.5,0,0,6.02,0.93,45.67,0.13,0,0.4,669.5157,1.238615,0.14,1.41,29.21,40.23,30.56,27,Central Great Plains
8084000,3.230957495,2.203424467,2.126462842,1.569559571,2.114424731,11.10840108,11.24282757,5.086522688,5.917847504,8.283793264,25.87908546,25.85010294,22.92692741,9.297007225,18.67691707,18.69124291,24.14533658,12.97692874,-0.006827749,9.345042087,1.199680172,5.571283433,10.53742149,5.352443957,6.833631208,203.5387643,Inf,0.417515715,0.418989718,NA,NA,Inf,Inf,203.5387643,Inf,823.6909031,14.98670594,0.504601481,0.504626645,0.417515715,0.418989718,NA,NA,0.805954104,0.805954104,2.097872118,0.418712234,0.418712234,2.792126707,1.434469033,2.613896849,1.754793933,4.842114409,0.907114735,2.106769944,NA,NA,NA,NA,0.727282578,1.200167475,3.404892517,6.296402953,1.104323138,2.533701101,9.304289083,1.749900559,2.096331957,0.520265982,1.139408601,NA,NA,0.904746976,3.421088493,1.289361717,"Clear Fk Brazos Rv at Nugent, TX",32.6901186,-99.6695326,5787.9,TX,Non-ref,1,sedimentary,sedimentary,Clayey ground on weathered Permian- and/or Triassic-age red beds,33.4,0.2,4,0,8.51,6.94,24.12,0.36,0,1.26,621.7154,1.730744,0.14,1.49,30.67,42,27.32,27,Central Great Plains
8084800,3.184236561,2.08591027,2.222648515,1.5247004,1.890172924,10.83899946,10.8367012,5.085344094,5.78038497,8.031601951,25.00946051,24.34890918,21.95497694,8.71568699,18.31908165,18.06243064,23.0735923,12.29717471,-0.348608181,9.196173661,1.388009514,5.311779291,9.685279642,3.987201852,4.839647279,5.744647892,6.555486735,0.36345554,0.339881143,0.169030851,0.240607047,Inf,Inf,203.5387643,Inf,823.6909031,6.146303604,0.346524461,0.346468766,0.36345554,0.339881143,0.169030851,0.240607047,1.114624026,1.114624026,2.35902693,0.325030582,0.325030582,1.67283944,0.972695826,1.847503867,0.989052841,3.481511436,0.606932737,3.07776631,NA,NA,1.362716363,3.791995629,1.046729856,1.440206062,2.584430846,5.496972243,0.958697764,2.380640433,4.432864734,1.778272156,2.052804673,0.485912658,0.994799275,NA,NA,0.968470858,3.217746432,3.345106331,"California Ck nr Stamford, TX",32.93094435,-99.642588,1243.9,TX,Non-ref,1,sedimentary,sedimentary,Clayey ground on weathered Permian- and/or Triassic-age red beds,130.5,0.63,0,0,7.84,0.48,63.8,0.18,0,0.36,519.0012,0.3506449,0.14,0.92,36.44,38.64,24.93,27,Central Great Plains
8085500,3.312922869,2.239537226,2.215892967,1.600271023,2.130731749,10.92922246,10.99439618,5.083535803,5.856694681,8.134994926,25.64763063,25.18370508,22.71620334,9.050396194,18.72554424,18.47183253,23.62508263,12.76288114,-0.109657067,9.31117634,1.362536065,5.73322875,10.23285891,3.179381348,3.308618627,158.7365067,26.22539792,0.543385176,0.499820233,0.169030851,0.271552599,Inf,Inf,203.5387643,Inf,823.6909031,7.622481794,0.592774832,0.593152873,0.543385176,0.499820233,0.169030851,0.271552599,1.034929254,1.034929254,2.943398816,0.404832758,0.404832758,1.526395822,1.130969104,2.966113375,1.803059677,4.381540927,0.463602962,1.438058161,NA,NA,132.7905619,27.09706192,0.858969875,1.332710168,3.802482453,5.424638205,1.219895855,2.33827248,5.700449067,1.455631435,2.12392881,0.593232435,1.377660712,NA,NA,1.2137311,3.383400485,2.123581169,"Clear Fk Brazos Rv at Ft Griffin, TX",32.93297778,-99.2153889,10425.4,TX,Non-ref,1,sedimentary,sedimentary,Clayey ground on weathered Permian- and/or Triassic-age red beds,47.8,1,5,0,7.12,4.95,27.92,0.41,0,0.82,563.8563,1.622448,0.14,1.18,33.76,42.65,23.59,27,Central Great Plains
8086212,3.239727654,2.288867087,2.145990839,1.595028977,2.110432627,10.46885264,10.46572765,5.035729125,5.791399262,7.645550261,25.93197872,25.32348826,22.97095327,9.161010577,19.38434938,19.13327432,23.51263145,13.49221485,0.484719877,9.81747237,1.336811229,5.962617301,8.725720476,2.166801947,1.360127628,1.308012406,2.241409138,0.947975852,1.109659427,0.883282277,0.658284484,Inf,Inf,203.5387643,Inf,823.6909031,2.069562303,1.091898278,1.09198163,0.947975852,1.109659427,0.883080606,0.658284484,0.837412368,0.837412368,2.338806869,0.233648048,0.233648048,1.757105048,0.664077773,1.999612154,1.209903697,3.26423004,0.355120088,2.644528281,0.545420833,5.395930184,0.723421418,1.916274324,0.701530177,1.614038,2.552559987,5.200215366,1.615868857,1.08425138,1.789637,0.614471817,0.900655378,1.394627303,1.187740634,NA,NA,0.849004461,3.137980673,2.649488786,"Hubbard Ck bl Albany, TX",32.73289717,-99.1406299,1584.8,TX,Ref,1,sedimentary,sedimentary,Sandy or silty residuum; probably includes loess. Depth generally less than 10 feet,1.3,0.04,0,0,4.95,8.04,3.07,0.19,0,0.35,483.3127,3.003413,0.13,0.68,39.9,45.14,14.95,27,Central Great Plains
8086290,3.264354529,2.237059006,2.305549925,1.666232486,2.166196922,10.33018752,10.22323159,5.00644756,5.781850106,7.543948928,26.334934,25.58190979,23.25387706,9.349151292,19.79749122,19.66610901,23.91564984,13.99498397,0.719571683,10.27141683,1.399770384,5.955824109,8.621473008,1.634979341,1.282846959,1.628084561,2.508304334,1.349506758,1.459346038,0.734556241,0.691671877,Inf,Inf,203.5387643,Inf,823.6909031,2.188204819,1.32828021,1.328549756,1.349506758,1.459346038,0.734501158,0.691671877,0.67809175,0.67809175,2.2677869,0.215720885,0.215720885,1.768353011,0.477884881,3.129322311,1.055139127,3.884185144,0.591770513,2.670587126,0.584149471,3.087032729,0.77790595,2.149630771,0.745978595,1.540474086,2.993671035,5.500708961,1.341172167,0.789552964,1.599675905,0.277287612,0.439368165,1.347012518,0.98978095,NA,NA,0.748926817,3.287580464,3.33563327,"Big Sandy Ck abv Breckenridge, TX",32.64845613,-99.0045146,733,TX,Ref,0.9,sedimentary,sedimentary,Sandy or silty residuum; probably includes loess. Depth generally less than 10 feet,5.2,0.14,0,0,6.42,15.56,4.52,0.37,0,0.26,455.5583,2.518414,0.14,0.87,36.57,37.72,25.71,29,Cross Timbers
8091500,3.719409002,2.249267011,2.0400811,1.857090265,2.208457382,10.47718521,10.02807193,4.965231737,6.301347879,7.852728307,27.40480695,26.55107632,23.78380348,9.635804738,22.05165077,18.55039673,24.81061838,13.61000395,1.088435121,10.4442989,1.450844344,4.938094462,9.152166705,4.098646046,4.393784936,203.5387643,Inf,0.564831081,0.5616701,NA,NA,Inf,Inf,203.5387643,Inf,823.6909031,11.76954003,0.733104384,0.73345821,0.564831081,0.5616701,NA,NA,0.919943413,0.919943413,2.544076969,0.556657104,0.556657104,1.260210037,0.82416433,1.605462271,1.812299662,6.113313512,0.618683282,2.066434639,NA,NA,NA,NA,0.933156746,1.591217633,4.454091304,5.729466213,1.597704297,2.241735398,7.506754315,1.219977642,1.839809013,0.737358913,1.275829018,NA,NA,1.106610801,4.398177685,1.336114869,"Paluxy Rv at Glen Rose, TX",32.23153166,-97.7772512,1064,TX,Non-ref,1,sedimentary,sedimentary,Sandy or silty residuum; probably includes loess. Depth generally less than 10 feet,641.2,0.39,0,0,6.58,34.12,3.47,0.38,0,0.28,326.7783,4.017117,0.13,0.89,35.63,42.17,22.2,29,Cross Timbers
8095000,3.653414414,2.334891969,2.120949585,1.874883344,2.459561126,10.51180685,10.16737684,4.959670563,6.39087039,7.867852,27.07721861,26.90136503,23.47214233,9.704017867,21.74521852,18.47927257,24.97458387,13.73837541,1.371345665,10.39886551,1.425265703,5.198794324,9.131718276,19.96156501,29.48558568,184.0494591,28.4772502,0.308456854,0.318156113,0.169030851,0.169030851,Inf,Inf,203.5387643,Inf,823.6909031,38.48453386,0.313610814,0.313521327,0.308456854,0.318156113,0.169030851,0.169030851,0.768106112,0.768106112,2.748242187,0.67902265,0.67902265,1.417364579,0.992661294,1.145484418,1.001098112,1.467683154,0.8125992,1.128303419,NA,NA,NA,NA,0.865952666,1.857706016,3.694732654,4.811487995,1.34124636,3.264464975,7.355080708,2.123308243,2.683766057,0.402373908,1.271860371,NA,NA,1.074070597,2.516424541,2.374535109,"N Bosque Rv nr Clifton, TX",31.785991,-97.5680748,2535.1,TX,Non-ref,1,sedimentary,sedimentary,Sandy or silty residuum; probably includes loess. Depth generally less than 10 feet,7.3,0.33,0,0,5.92,21.15,6.64,0.49,0,0.55,346.2471,2.651546,0.13,0.88,36.02,42.86,21.13,29,Cross Timbers
8095200,3.621062526,2.322287353,2.095334544,1.903534536,2.464044845,10.44412451,10.1107216,4.952339449,6.373654505,7.825138298,27.17394019,27.14911109,23.64759271,9.751489643,21.92083993,18.60470031,25.27555893,13.81213523,1.467655549,10.49255232,1.429997076,5.224935557,9.090303933,8.565006497,13.0683128,199.6005101,Inf,0.231799905,0.243811806,NA,NA,Inf,Inf,199.6005101,Inf,807.6483883,29.83131245,0.336529147,0.336712891,0.231799905,0.243811806,NA,NA,0.688779607,0.688779607,2.672870257,1.049308911,1.049308911,1.573823409,1.467623652,1.515919628,1.177834858,3.542100001,0.923760431,1.854852067,NA,NA,NA,NA,0.873096607,1.77689927,3.769212659,4.947553852,1.860706294,4.684194293,15.08901406,3.243245504,3.773075363,0.306181546,0.966078677,NA,NA,0.968381282,8.128976007,2.969979567,"N Bosque Rv at Valley Mills, TX",31.66960575,-97.4694602,3000.1,TX,Non-ref,0.9,sedimentary,sedimentary,Sandy or silty residuum; probably includes loess. Depth generally less than 10 feet,6.6,0.07,0,0,5.62,23.21,6.54,0.45,0,0.52,334.6464,2.78458,0.13,0.87,36.37,43.63,20,29,Cross Timbers
8100500,3.547286353,2.45921352,2.276525238,1.805886484,2.453946647,10.2731121,10.08541295,4.936528138,6.099703057,7.709927535,26.57002636,26.60302354,23.34323975,9.701788212,20.61592432,18.80229598,25.23887626,13.68065635,1.160689908,10.22786122,1.457284474,5.626355628,8.958365578,27.04493615,15.21277659,203.5387643,Inf,0.169030851,0.169030851,NA,NA,Inf,Inf,203.5387643,Inf,823.6909031,54.1524041,0.233601309,0.233521891,0.169030851,0.169030851,NA,NA,0.803316803,0.803316803,2.258157987,0.61371185,0.61371185,1.53349973,0.71188453,0.71965526,NA,NA,NA,NA,NA,NA,NA,NA,0.874872649,1.415160343,3.771095916,6.276420156,6.085110634,10.2567511,30.98457981,6.089060928,10.2567511,0.229494693,1.060660172,NA,NA,1.060660172,NA,NA,"Leon Rv at Gatesville, TX",31.4347222,-97.7583333,6168,TX,Non-ref,0.9,sedimentary,sedimentary,Sandy or silty residuum; probably includes loess. Depth generally less than 10 feet,13.9,0.17,0,0,6.33,12.93,14.17,0.58,0,0.36,412.2985,2.16972,0.13,1.11,33.68,37.4,28.92,29,Cross Timbers
8101000,3.477650313,2.237696417,2.038975355,1.825170663,2.508555057,10.24584148,9.983712413,4.893072462,6.372471489,7.72572104,26.61008067,27.11924949,23.83866712,9.949306682,21.288217,19.55643434,28.03755768,14.68923788,1.915947755,10.97697865,1.35539638,5.511783152,9.021228833,3.629159446,2.266495355,4.960197606,10.71134146,0.670286255,0.711552378,0.405222749,0.272900419,Inf,Inf,203.5387643,Inf,823.6909031,5.358906429,0.756075995,0.756336251,0.670286255,0.711552378,0.405507353,0.272900419,0.942278573,0.942278573,2.342128844,0.437759615,0.437759615,1.58920151,0.723919163,1.720665591,2.282230914,6.383026447,0.428594978,2.262299109,Inf,2.123563952,0.941858682,3.607978974,0.833238079,1.637942288,3.937558539,6.881847394,0.736036799,1.907774515,3.634224865,1.371477319,1.548656185,0.587348448,1.186486726,NA,NA,1.074008911,3.975771957,2.23026337,"Cowhouse Ck at Pidcoke, TX",31.2848902,-97.8850244,1177.1,TX,Ref,0,sedimentary,sedimentary,Sandy or silty residuum; probably includes loess. Depth generally less than 10 feet,1.7,0.03,0,0,2.47,18.28,3.36,0.1,0,0.14,381.1581,3.129799,0.13,0.85,38.56,44.93,16.5,29,Cross Timbers
8102500,3.645064712,2.522581296,2.212239433,1.865084759,2.587245934,10.26292108,10.05533375,4.929993302,6.173115917,7.716763565,26.90499598,27.41107003,23.98532247,9.886556991,21.29943511,19.25137605,26.60977919,14.07784894,1.543853237,10.60127265,1.462056737,5.702966685,9.26848772,40.85689275,62.08667084,63.2345406,82.27373576,0.204029427,0.274113337,0.267425156,0.333507504,Inf,Inf,203.5387643,Inf,823.6909031,110.9166003,0.479891203,0.47980297,0.204029427,0.274113337,0.267425156,0.333507504,1.405000379,1.405000379,2.762069244,0.482882012,0.482882012,1.63582496,1.712843775,2.047114685,2.502070149,1.693041157,1.113316525,1.217181546,1.63023895,1.639461279,1.237358246,1.612226031,0.878035815,1.641661374,3.30327102,6.460734002,1.498009331,2.918801037,5.096464526,2.046517917,2.604877762,0.508757886,1.008731533,NA,NA,1.029422302,1.524338476,3.402750457,"Leon Rv nr Belton, TX",31.07017947,-97.4413967,9277.8,TX,Non-ref,0.6,sedimentary,sedimentary,Sandy or silty residuum; probably includes loess. Depth generally less than 10 feet,10.9,0.19,1,0,5.87,16.39,11.38,1,0,0.53,376.1389,2.491334,0.13,1.03,35.24,40.34,24.42,29,Cross Timbers
8103900,3.222606928,2.145675968,1.890921238,1.58521817,2.298029074,10.43408893,10.28071353,4.951604743,6.22294938,7.719376824,27.0094855,28.6169344,25.59779899,10.46817625,21.72458548,21.19091031,33.39413581,15.89428761,2.573729794,11.64713592,1.647038048,5.062815811,9.513161733,1.418122153,0.989250525,1.683109489,2.161254989,1.466497767,1.752927824,0.771457259,0.581843578,Inf,Inf,203.5387643,Inf,823.6909031,1.928900884,1.38725666,1.388039048,1.466497767,1.752927824,0.771987881,0.581843578,0.910774207,0.910774207,2.038930964,NA,NA,1.491756984,0.451745601,2.770349803,1.201488337,3.685258627,0.671148182,2.908898754,0.323380833,2.135093308,0.703109408,3.406668791,0.832633733,1.49889691,2.903732247,5.263759329,2.224050385,1.139535695,1.768848875,0.275535933,0.622921944,2.388263132,1.530851056,1.380388783,0.692733378,1.192096081,2.639178385,2.883005446,"S Fk Rocky Ck nr Briggs, TX",30.91156805,-98.0369676,86,TX,Ref,0,sedimentary,sedimentary,Sandy or silty residuum; probably includes loess. Depth generally less than 10 feet,70.1,0,0,0,0.19,27.61,0.21,0.07,0,0.11,369.8257,2.975491,0.12,0.9,34.69,49.07,16.24,29,Cross Timbers
8104700,3.366647419,2.21194257,1.89273789,1.616943214,2.427405388,10.41401991,10.15164266,4.951706888,6.238193035,7.727311828,26.89262635,28.55955592,25.84214998,10.51073735,21.97618568,21.49993387,34.40936884,15.94235464,2.845497088,11.71556837,1.866276229,5.156834061,9.763869334,Inf,34.72737641,154.4247836,Inf,NA,0.208408134,0.169030851,NA,Inf,Inf,203.5387643,Inf,823.6909031,138.4437529,0.221980545,0.222074844,NA,0.208408134,0.169030851,NA,0.880630433,0.880630433,2.044458008,0.987070621,0.987070621,1.560460259,0.586912893,0.720574647,NA,NA,19.79898987,3.276593395,NA,NA,NA,NA,0.797628064,1.404562863,2.70240141,4.169702231,2.365745812,6.051492138,26.15785993,4.044534151,4.538505269,0.27754203,2.396742848,NA,NA,7.505553499,6.001283829,1.174661482,"N Fk San Gabriel Rv nr Georgetown, TX",30.6618592,-97.7113993,643.9,TX,Non-ref,0,sedimentary,sedimentary,Sandy or silty residuum; probably includes loess. Depth generally less than 10 feet,48.5,0,0,0,5.19,30.73,0.08,0.84,0,0.36,350.5058,2.277953,0.12,0.86,36.23,48.24,15.53,30,Edwards Plateau
8104900,3.312877886,2.072876576,1.880866208,1.607847968,2.387650419,10.47442605,10.1498767,4.96245418,6.280136596,7.799831935,26.96473854,28.67632386,26.16130723,10.66739795,22.04840192,21.95838852,35.22319486,16.18494877,3.21640634,11.93877516,1.80194446,4.922318799,9.478217037,25.75990221,16.23193882,203.5387643,Inf,0.348654641,0.279950398,NA,NA,Inf,Inf,203.5387643,Inf,823.6909031,57.25631544,0.444425802,0.444363988,0.348654641,0.279950398,NA,NA,0.736090573,0.736090573,1.84187309,0.593291669,0.593291669,1.269735073,2.194142082,2.380548595,1.631272425,2.111330625,0.640768243,1.044485856,NA,NA,NA,NA,0.976268524,1.27125018,2.68471763,5.686625692,1.602138864,3.505199729,15.10439049,2.250208053,2.73706606,0.440517948,1.705131625,NA,NA,1.579084068,5.186569744,2.195108391,"S Fk San Gabriel Rv at Georgetown, TX",30.6257499,-97.6911204,342.6,TX,Ref,0,sedimentary,sedimentary,Sandy or silty residuum; probably includes loess. Depth generally less than 10 feet,37.4,0,0,0,8.57,41.96,0.04,0.19,0,0.92,342.1851,2.356161,0.12,0.75,39.14,46.9,13.96,32,Texas Blackland Prairies
8105700,3.352760242,2.284330798,1.892815343,1.633530666,2.42369459,10.32626063,9.999893185,4.947627638,6.203929784,7.658160763,27.19045584,29.02846194,26.31877701,10.61750093,22.72430043,21.70599143,34.70467529,15.73722105,3.058448855,11.80439179,1.83894094,5.234972467,10.01264752,47.88778416,13.63515531,203.5387643,Inf,0.209116961,0.169030851,NA,NA,Inf,Inf,203.5387643,Inf,823.6909031,53.31342592,0.222789509,0.222703535,0.209116961,0.169030851,NA,NA,1.376993153,1.376993153,2.264280315,1.025383365,1.025383365,1.36654816,1.155667393,1.181704839,3.03371619,2.808224074,NA,NA,NA,NA,NA,NA,1.048467519,1.611565224,2.578216396,6.045496162,4.488851028,8.035674368,25.92915248,4.451963996,8.035674368,0.283050915,0.751261112,NA,NA,0.751261112,3.225306279,NA,"San Gabriel Rv at Laneport, TX",30.69436146,-97.2788849,1916.1,TX,Non-ref,0,sedimentary,sedimentary,Sandy or silty residuum; probably includes loess. Depth generally less than 10 feet,29.4,0.67,0,0,9.44,23.52,11.45,1.35,0,1.11,291.726,1.903157,0.13,0.73,41.66,45.04,13.3,32,Texas Blackland Prairies
8109700,2.88945188,1.954075524,1.737710387,1.651128594,1.992812401,9.940879985,9.365474056,4.930207258,6.229636305,7.442101127,28.14114282,29.72358149,27.72626512,11.15865839,24.68749944,22.99399992,37.21073656,15.6234794,3.824967303,12.34525917,1.781914085,4.556970369,9.183305138,2.976723279,2.181202259,6.341274962,17.38836722,0.577243706,0.729199582,0.304834651,0.169030851,Inf,Inf,203.5387643,Inf,823.6909031,5.508610568,0.729988105,0.729991778,0.577243706,0.729199582,0.304834651,0.169030851,0.866611709,0.866611709,1.591486871,0.537472712,0.537472712,1.342296765,0.546144682,1.963037811,1.695178091,4.735938942,0.495782209,1.634353393,Inf,2.760053128,NA,NA,0.916601149,1.814943578,2.76010329,5.459802422,1.944861542,2.035605843,4.751165424,1.086282665,1.755130182,0.891518477,1.344470708,NA,NA,1.318318245,6.663378178,2.215792449,"Middle Yegua Ck nr Dime Box, TX",30.33937764,-96.9047037,610.1,TX,Ref,0,sedimentary,sedimentary,"Loam; texture variable, ranging from sand to clay, mostly non-swelling clay mineral, kaolinite; otherwise similar to rc",7.9,0.43,0,0,5.96,26.97,35.69,0.35,0,0.38,141.6383,1.878962,0.12,3.69,25.28,28.1,46.62,33,East Central Texas Plains
8109800,3.087200144,1.981299444,1.745418768,1.729612262,2.047997375,9.775225943,9.128153085,4.91356391,6.236989479,7.343670913,28.35555752,29.82952248,27.65452348,11.14452805,25.15277254,22.91232511,36.85149894,15.6119027,3.74269093,12.35601441,1.835574903,4.484633984,9.047438044,4.292776841,7.006460767,41.91142459,Inf,0.46220817,0.476965639,0.195453952,NA,Inf,Inf,203.5387643,Inf,823.6909031,13.5226693,0.586355933,0.586376297,0.46220817,0.476965639,0.195453952,NA,0.942444915,0.942444915,1.898985586,0.70485484,0.70485484,1.506069629,0.941999977,2.606683251,2.287202495,6.22436683,0.636376148,1.375612422,0.838052481,1.010152545,NA,NA,1.118738855,1.610041302,2.688458231,5.374377234,1.336161736,2.058852702,6.435675521,1.409087736,1.670316712,0.651224859,1.002074167,NA,NA,0.734633297,4.006314503,2.459048944,"E Yegua Ck nr Dime Box, TX",30.40743105,-96.8174791,620,TX,Non-ref,0,sedimentary,sedimentary,"Loam; texture variable, ranging from sand to clay, mostly non-swelling clay mineral, kaolinite; otherwise similar to rc",13.4,0.66,3,1252.1,5.77,34.19,30.07,1.13,0,0.68,132.4826,1.982854,0.12,4.47,23.13,26.02,50.85,33,East Central Texas Plains
8110100,3.132803442,2.049635314,1.905747504,1.901129255,1.920300431,9.943976591,9.264385889,4.928960053,6.384347555,7.500536561,28.88241425,30.30992901,28.15430383,11.31963629,25.933939,23.46520579,37.62918396,15.78680048,4.029730989,12.60171261,1.760590865,4.644523178,9.590264461,2.486207704,2.047734202,5.699251783,21.79670752,0.940842299,1.017131133,0.378657109,0.350783239,Inf,Inf,203.5387643,Inf,823.6909031,5.019360358,1.037100058,1.03682038,0.940842299,1.017131133,0.378390839,0.350783239,0.988352363,0.988352363,2.142518541,0.220572994,0.220572994,1.586074652,0.688716987,1.733604729,1.690352629,4.813850759,0.446443322,1.818129472,Inf,1.763532731,1.685234964,2.017792878,1.130052446,1.61671659,3.030187723,4.423365136,1.356968212,1.309606267,3.654991766,0.579651189,0.924915899,1.210911755,1.433680816,NA,NA,1.168315514,4.831270694,2.25202837,"Davidson Ck nr Lyons, TX",30.41965196,-96.5402466,504.2,TX,Non-ref,0,sedimentary,sedimentary,"Loam; texture variable, ranging from sand to clay, mostly non-swelling clay mineral, kaolinite; otherwise similar to rc",9.8,2.44,0,0,5.79,30.67,40.72,0.31,0,0.71,115.9297,1.598278,0.13,3.03,29.12,32.63,38.26,33,East Central Texas Plains
8110325,3.723676198,2.255631636,1.851981955,2.504276424,2.284501193,9.585733056,8.9641245,4.885465744,6.19234361,7.231019291,29.2614454,29.50101854,27.26231385,10.30043513,25.47458056,20.33901242,27.93679593,14.40018293,2.60170069,11.34404442,1.555490562,4.927508044,8.56350254,1.743060702,1.30883606,2.765369879,4.37327458,1.236055784,1.351433788,0.554999926,0.423027923,Inf,Inf,203.5387643,Inf,823.6909031,2.860244455,1.194329773,1.194948434,1.236055784,1.351433788,0.555435987,0.423027923,1.642057632,1.642057632,1.86152015,0.169030851,0.169030851,1.217900044,0.569487593,2.472454682,1.415016826,5.001788091,0.577453629,2.047601168,0.513337324,1.364335243,1.19175225,2.060469571,1.250450828,1.642721318,2.483916507,4.090014364,1.628522337,0.965131446,2.538920785,0.428890756,0.593751103,1.573979183,1.299253232,NA,NA,1.05554482,3.580708342,2.516270472,"Navasota Rv abv Groesbeck, TX",31.57433657,-96.520814,621.5,TX,Non-ref,0,sedimentary,sedimentary,"Loam; texture variable, ranging from sand to clay, mostly non-swelling clay mineral, kaolinite; otherwise similar to rc",12.7,0,0,0,5.28,12.44,35.11,1.2,0,0.35,162.7432,1.010507,0.15,0.76,44.64,41.78,13.57,32,Texas Blackland Prairies
